LAT,LONG,layer,h,g,x,y
-24.27748,-52.84632,ANP,"560",978726.83,"5117134","7313492"
-24.27787,-52.84543,ANP,"564",978725.88,"5117225","7313449"
-24.27825,-52.84454,ANP,"572",978724.38,"5117315","7313406"
-24.27863,-52.84365,ANP,"580",978722.72,"5117405","7313363"
-24.27902,-52.84276,ANP,"588",978720.66,"5117495","7313320"
-24.27940,-52.84186,ANP,"594",978718.97,"5117585","7313277"
-24.27978,-52.84097,ANP,"596",978718.71,"5117675","7313233"
-24.28016,-52.84008,ANP,"597",978718.50,"5117765","7313190"
-24.28055,-52.83919,ANP,"598",978718.38,"5117856","7313147"
-24.28093,-52.83830,ANP,"598",978718.58,"5117946","7313103"
-24.28132,-52.83740,ANP,"598",978718.37,"5118036","7313060"
-24.28170,-52.83651,ANP,"597",978718.71,"5118126","7313017"
-24.28208,-52.83562,ANP,"593",978719.34,"5118216","7312974"
-24.28247,-52.83473,ANP,"590",978719.92,"5118307","7312931"
-24.28285,-52.83384,ANP,"588",978720.37,"5118397","7312888"
-24.28323,-52.83295,ANP,"587",978720.54,"5118487","7312844"
-24.28362,-52.83206,ANP,"586",978720.67,"5118577","7312801"
-24.28400,-52.83116,ANP,"584",978720.99,"5118667","7312758"
-24.28438,-52.83027,ANP,"582",978721.38,"5118757","7312715"
-24.28476,-52.82938,ANP,"581",978721.72,"5118848","7312672"
-24.28515,-52.82849,ANP,"577",978722.14,"5118938","7312628"
-24.28553,-52.82760,ANP,"574",978722.90,"5119028","7312585"
-24.28592,-52.82670,ANP,"570",978723.51,"5119118","7312542"
-24.28630,-52.82581,ANP,"569",978723.95,"5119208","7312499"
-24.28668,-52.82492,ANP,"564",978724.86,"5119299","7312455"
-24.28707,-52.82403,ANP,"561",978725.58,"5119389","7312412"
-24.28745,-52.82314,ANP,"556",978726.44,"5119479","7312369"
-24.28783,-52.82225,ANP,"550",978727.61,"5119569","7312326"
-24.28821,-52.82135,ANP,"540",978729.93,"5119659","7312283"
-24.28860,-52.82046,ANP,"532",978731.92,"5119750","7312239"
-24.28898,-52.81957,ANP,"515",978734.67,"5119840","7312196"
-24.28936,-52.81868,ANP,"514",978736.63,"5119930","7312153"
-24.28975,-52.81779,ANP,"519",978734.19,"5120020","7312110"
-24.29013,-52.81689,ANP,"527",978732.14,"5120110","7312066"
-24.29051,-52.81600,ANP,"535",978730.66,"5120200","7312023"
-24.29090,-52.81511,ANP,"541",978729.56,"5120291","7311980"
-24.29128,-52.81422,ANP,"546",978728.70,"5120381","7311937"
-24.29166,-52.81333,ANP,"550",978727.89,"5120471","7311893"
-24.29205,-52.81244,ANP,"554",978727.27,"5120561","7311850"
-24.29243,-52.81154,ANP,"557",978726.52,"5120651","7311807"
-24.29281,-52.81065,ANP,"559",978725.99,"5120741","7311764"
-24.29320,-52.80976,ANP,"563",978725.36,"5120832","7311721"
-24.29358,-52.80887,ANP,"563",978724.79,"5120922","7311677"
-24.29396,-52.80798,ANP,"567",978724.43,"5121012","7311634"
-24.29435,-52.80709,ANP,"569",978723.80,"5121102","7311591"
-24.29473,-52.80619,ANP,"572",978723.12,"5121192","7311548"
-24.29511,-52.80530,ANP,"574",978722.62,"5121283","7311504"
-24.29549,-52.80441,ANP,"579",978722.31,"5121373","7311461"
-24.29588,-52.80352,ANP,"581",978721.39,"5121463","7311418"
-24.29626,-52.80262,ANP,"585",978720.60,"5121553","7311375"
-24.29665,-52.80173,ANP,"588",978719.96,"5121643","7311331"
-24.29703,-52.80084,ANP,"589",978719.68,"5121734","7311288"
-24.29741,-52.79995,ANP,"590",978719.36,"5121824","7311245"
-24.29779,-52.79906,ANP,"591",978719.45,"5121914","7311202"
-24.29818,-52.79817,ANP,"589",978719.45,"5122004","7311159"
-24.29856,-52.79727,ANP,"588",978719.68,"5122094","7311115"
-24.29894,-52.79638,ANP,"576",978722.20,"5122184","7311072"
-24.29933,-52.79549,ANP,"578",978723.24,"5122274","7311029"
-24.29971,-52.79460,ANP,"588",978719.64,"5122365","7310986"
-24.30009,-52.79371,ANP,"600",978717.36,"5122455","7310943"
-24.30047,-52.79281,ANP,"603",978716.40,"5122545","7310899"
-24.30086,-52.79192,ANP,"607",978715.79,"5122635","7310856"
-24.30124,-52.79103,ANP,"609",978715.01,"5122725","7310813"
-24.30163,-52.79014,ANP,"615",978714.03,"5122816","7310770"
-24.30201,-52.78924,ANP,"618",978713.08,"5122906","7310726"
-24.30239,-52.78835,ANP,"621",978712.67,"5122996","7310683"
-24.30277,-52.78746,ANP,"622",978712.25,"5123086","7310640"
-24.30316,-52.78657,ANP,"624",978712.14,"5123176","7310597"
-24.30354,-52.78568,ANP,"623",978712.00,"5123267","7310554"
-24.30392,-52.78478,ANP,"621",978712.37,"5123357","7310510"
-24.30431,-52.78389,ANP,"618",978712.97,"5123447","7310467"
-24.30469,-52.78300,ANP,"614",978713.69,"5123537","7310424"
-24.30507,-52.78211,ANP,"608",978714.77,"5123627","7310381"
-24.30546,-52.78122,ANP,"604",978715.75,"5123717","7310337"
-24.30584,-52.78033,ANP,"600",978716.68,"5123807","7310294"
-24.30622,-52.77943,ANP,"597",978717.16,"5123898","7310251"
-24.30660,-52.77854,ANP,"596",978717.31,"5123988","7310208"
-24.30699,-52.77765,ANP,"595",978717.65,"5124078","7310165"
-24.30737,-52.77676,ANP,"592",978717.87,"5124168","7310121"
-24.30776,-52.77586,ANP,"590",978717.99,"5124258","7310078"
-24.30814,-52.77497,ANP,"588",978718.40,"5124349","7310035"
-24.30852,-52.77408,ANP,"587",978718.96,"5124439","7309992"
-24.30890,-52.77319,ANP,"585",978719.13,"5124529","7309948"
-24.30929,-52.77230,ANP,"582",978719.57,"5124619","7309905"
-24.30967,-52.77140,ANP,"580",978720.05,"5124709","7309862"
-24.31005,-52.77051,ANP,"577",978720.35,"5124799","7309819"
-24.31043,-52.76962,ANP,"575",978720.99,"5124890","7309776"
-24.31082,-52.76873,ANP,"572",978721.80,"5124980","7309732"
-24.31120,-52.76784,ANP,"569",978722.39,"5125070","7309689"
-24.31158,-52.76694,ANP,"566",978722.69,"5125160","7309646"
-24.31197,-52.76605,ANP,"562",978723.59,"5125250","7309602"
-24.31235,-52.76516,ANP,"551",978725.37,"5125341","7309559"
-24.31273,-52.76427,ANP,"542",978727.32,"5125431","7309516"
-24.31312,-52.76337,ANP,"540",978728.66,"5125521","7309473"
-24.31350,-52.76248,ANP,"539",978727.70,"5125612","7309429"
-24.31389,-52.76159,ANP,"544",978726.45,"5125702","7309386"
-24.31427,-52.76069,ANP,"548",978726.72,"5125792","7309343"
-24.31465,-52.75980,ANP,"550",978728.15,"5125882","7309299"
-24.31503,-52.75891,ANP,"550",978726.21,"5125972","7309257"
-24.31541,-52.75802,ANP,"556",978724.25,"5126062","7309214"
-24.31580,-52.75713,ANP,"564",978722.66,"5126152","7309170"
-24.31618,-52.75624,ANP,"572",978721.35,"5126242","7309127"
-24.31656,-52.75534,ANP,"575",978720.33,"5126333","7309084"
-24.31694,-52.75445,ANP,"579",978719.53,"5126423","7309041"
-24.31733,-52.75356,ANP,"582",978718.87,"5126513","7308997"
-24.31771,-52.75267,ANP,"584",978718.48,"5126603","7308954"
-24.31809,-52.75178,ANP,"585",978718.37,"5126693","7308911"
-24.31848,-52.75088,ANP,"583",978718.83,"5126783","7308868"
-24.31886,-52.74999,ANP,"575",978720.19,"5126874","7308824"
-24.31924,-52.74910,ANP,"568",978722.23,"5126964","7308781"
-24.31963,-52.74821,ANP,"575",978720.80,"5127054","7308738"
-24.32001,-52.74731,ANP,"583",978718.80,"5127144","7308695"
-24.32039,-52.74642,ANP,"590",978717.37,"5127234","7308652"
-24.32077,-52.74553,ANP,"593",978716.58,"5127325","7308608"
-24.32115,-52.74464,ANP,"595",978715.99,"5127415","7308565"
-24.32154,-52.74374,ANP,"597",978715.64,"5127505","7308522"
-24.32192,-52.74285,ANP,"601",978715.18,"5127595","7308479"
-24.32230,-52.74196,ANP,"603",978714.66,"5127685","7308435"
-24.32269,-52.74107,ANP,"606",978714.04,"5127775","7308392"
-24.32307,-52.74018,ANP,"608",978713.66,"5127865","7308349"
-24.32345,-52.73928,ANP,"613",978713.17,"5127956","7308306"
-24.32384,-52.73839,ANP,"616",978712.55,"5128046","7308263"
-24.32422,-52.73750,ANP,"617",978712.51,"5128136","7308220"
-24.32460,-52.73660,ANP,"620",978711.83,"5128227","7308176"
-24.32498,-52.73571,ANP,"622",978711.16,"5128317","7308133"
-24.32537,-52.73482,ANP,"625",978710.68,"5128407","7308090"
-24.32575,-52.73393,ANP,"626",978709.98,"5128497","7308046"
-24.32613,-52.73304,ANP,"628",978709.40,"5128587","7308003"
-24.32651,-52.73214,ANP,"632",978708.63,"5128677","7307960"
-24.32690,-52.73125,ANP,"634",978708.02,"5128767","7307917"
-24.32728,-52.73036,ANP,"635",978707.61,"5128858","7307873"
-24.32766,-52.72947,ANP,"637",978707.85,"5128948","7307830"
-24.32805,-52.72858,ANP,"637",978707.60,"5129038","7307787"
-24.32843,-52.72768,ANP,"636",978707.64,"5129128","7307744"
-24.32881,-52.72679,ANP,"636",978707.91,"5129218","7307701"
-24.32919,-52.72590,ANP,"633",978708.21,"5129308","7307657"
-24.32958,-52.72500,ANP,"630",978708.83,"5129399","7307614"
-24.32996,-52.72411,ANP,"628",978709.45,"5129489","7307571"
-24.33034,-52.72322,ANP,"625",978709.61,"5129579","7307528"
-24.33072,-52.72233,ANP,"624",978709.63,"5129669","7307485"
-24.33111,-52.72144,ANP,"622",978709.74,"5129759","7307441"
-24.33149,-52.72054,ANP,"620",978710.26,"5129850","7307398"
-24.33187,-52.71965,ANP,"617",978710.83,"5129940","7307355"
-24.33226,-52.71876,ANP,"614",978711.37,"5130030","7307312"
-24.33264,-52.71787,ANP,"607",978712.23,"5130120","7307268"
-24.33302,-52.71697,ANP,"593",978714.15,"5130210","7307225"
-24.33340,-52.71608,ANP,"588",978717.33,"5130300","7307182"
-24.33379,-52.71519,ANP,"592",978715.95,"5130391","7307138"
-24.33417,-52.71430,ANP,"607",978713.33,"5130481","7307096"
-24.33455,-52.71340,ANP,"617",978711.15,"5130571","7307052"
-24.33493,-52.71251,ANP,"625",978709.17,"5130661","7307009"
-24.33532,-52.71162,ANP,"631",978707.81,"5130751","7306966"
-24.33570,-52.71073,ANP,"635",978707.11,"5130841","7306923"
-24.33608,-52.70983,ANP,"637",978706.62,"5130932","7306879"
-24.33647,-52.70894,ANP,"638",978706.35,"5131022","7306836"
-24.33685,-52.70805,ANP,"638",978706.32,"5131112","7306793"
-24.33723,-52.70715,ANP,"638",978706.19,"5131202","7306750"
-24.33761,-52.70626,ANP,"638",978706.08,"5131292","7306706"
-24.33799,-52.70537,ANP,"640",978705.84,"5131383","7306663"
-24.33847,-52.70426,ANP,"642",978705.35,"5131495","7306609"
-24.33876,-52.70359,ANP,"645",978704.74,"5131563","7306577"
-24.33914,-52.70269,ANP,"647",978703.96,"5131653","7306533"
-24.33952,-52.70180,ANP,"650",978703.30,"5131744","7306490"
-24.33991,-52.70091,ANP,"654",978702.70,"5131834","7306447"
-24.34029,-52.70002,ANP,"656",978702.39,"5131924","7306404"
-24.34067,-52.69912,ANP,"658",978701.99,"5132014","7306361"
-24.34106,-52.69823,ANP,"659",978701.77,"5132104","7306317"
-24.34144,-52.69734,ANP,"659",978701.72,"5132194","7306274"
-24.34182,-52.69645,ANP,"659",978701.80,"5132284","7306231"
-24.34220,-52.69555,ANP,"658",978701.89,"5132374","7306188"
-24.34259,-52.69466,ANP,"657",978702.02,"5132465","7306144"
-24.34297,-52.69377,ANP,"654",978702.52,"5132555","7306101"
-24.34335,-52.69288,ANP,"650",978703.11,"5132645","7306058"
-24.34373,-52.69198,ANP,"646",978703.82,"5132735","7306015"
-24.34411,-52.69109,ANP,"641",978704.94,"5132826","7305972"
-24.34450,-52.69020,ANP,"636",978706.05,"5132916","7305928"
-24.34488,-52.68930,ANP,"626",978707.40,"5133006","7305885"
-24.34526,-52.68841,ANP,"618",978709.23,"5133096","7305842"
-24.34564,-52.68752,ANP,"608",978711.39,"5133186","7305799"
-24.34603,-52.68663,ANP,"605",978713.09,"5133276","7305755"
-24.34641,-52.68573,ANP,"611",978710.53,"5133367","7305712"
-24.34679,-52.68484,ANP,"622",978709.00,"5133457","7305669"
-24.34718,-52.68395,ANP,"625",978708.19,"5133547","7305626"
-24.34756,-52.68306,ANP,"624",978708.01,"5133637","7305582"
-24.34794,-52.68216,ANP,"614",978710.13,"5133727","7305539"
-24.34832,-52.68127,ANP,"602",978713.19,"5133817","7305496"
-24.34870,-52.68039,ANP,"597",978715.47,"5133906","7305453"
-24.34909,-52.67948,ANP,"596",978714.56,"5133998","7305410"
-24.34947,-52.67859,ANP,"602",978712.18,"5134088","7305366"
-24.34985,-52.67770,ANP,"612",978710.06,"5134178","7305323"
-24.35023,-52.67681,ANP,"621",978708.52,"5134269","7305280"
-24.35062,-52.67592,ANP,"626",978707.46,"5134358","7305237"
-24.35100,-52.67502,ANP,"631",978706.36,"5134449","7305193"
-24.35138,-52.67413,ANP,"635",978705.44,"5134539","7305150"
-24.35177,-52.67324,ANP,"639",978704.66,"5134629","7305107"
-24.35215,-52.67234,ANP,"642",978704.06,"5134719","7305064"
-24.35253,-52.67145,ANP,"645",978703.43,"5134809","7305020"
-24.35291,-52.67056,ANP,"647",978702.76,"5134900","7304977"
-24.35330,-52.66966,ANP,"649",978702.24,"5134990","7304934"
-24.35368,-52.66877,ANP,"651",978701.83,"5135080","7304891"
-24.35406,-52.66788,ANP,"652",978701.44,"5135170","7304848"
-24.35444,-52.66699,ANP,"653",978701.28,"5135260","7304804"
-24.35482,-52.66609,ANP,"652",978701.47,"5135351","7304761"
-24.35521,-52.66520,ANP,"651",978701.56,"5135441","7304718"
-24.35559,-52.66431,ANP,"651",978701.76,"5135531","7304675"
-24.35597,-52.66341,ANP,"650",978702.17,"5135621","7304631"
-24.35635,-52.66252,ANP,"647",978702.64,"5135711","7304588"
-24.35674,-52.66163,ANP,"645",978703.33,"5135801","7304545"
-24.35712,-52.66074,ANP,"639",978704.48,"5135892","7304502"
-24.35750,-52.65984,ANP,"632",978706.06,"5135982","7304458"
-24.35788,-52.65895,ANP,"622",978707.42,"5136072","7304415"
-24.35827,-52.65806,ANP,"608",978710.32,"5136162","7304372"
-24.35865,-52.65716,ANP,"597",978713.36,"5136252","7304329"
-24.35903,-52.65627,ANP,"597",978712.92,"5136343","7304285"
-24.35941,-52.65538,ANP,"606",978711.02,"5136433","7304242"
-24.35980,-52.65449,ANP,"612",978709.32,"5136523","7304199"
-24.36018,-52.65359,ANP,"620",978707.76,"5136613","7304156"
-24.36056,-52.65270,ANP,"628",978706.27,"5136703","7304113"
-24.36094,-52.65181,ANP,"634",978705.19,"5136793","7304069"
-24.36132,-52.65091,ANP,"638",978704.51,"5136884","7304026"
-24.36171,-52.65002,ANP,"640",978704.12,"5136974","7303983"
-24.36209,-52.64913,ANP,"643",978703.73,"5137064","7303939"
-24.36247,-52.64824,ANP,"641",978703.44,"5137154","7303896"
-24.36285,-52.64734,ANP,"645",978703.12,"5137244","7303853"
-24.36324,-52.64645,ANP,"647",978702.56,"5137335","7303810"
-24.36362,-52.64556,ANP,"650",978701.69,"5137425","7303767"
-24.36400,-52.64466,ANP,"651",978701.40,"5137515","7303723"
-24.36438,-52.64377,ANP,"654",978701.14,"5137605","7303680"
-24.36476,-52.64288,ANP,"655",978700.60,"5137695","7303637"
-24.36515,-52.64199,ANP,"659",978699.97,"5137786","7303594"
-24.36553,-52.64109,ANP,"660",978699.82,"5137876","7303551"
-24.36591,-52.64020,ANP,"660",978699.76,"5137966","7303507"
-24.36630,-52.63931,ANP,"659",978700.07,"5138056","7303464"
-24.36668,-52.63841,ANP,"655",978700.72,"5138146","7303421"
-24.36706,-52.63752,ANP,"650",978701.37,"5138236","7303378"
-24.36744,-52.63663,ANP,"643",978702.61,"5138327","7303334"
-24.36782,-52.63573,ANP,"635",978704.60,"5138417","7303291"
-24.36821,-52.63484,ANP,"622",978707.24,"5138507","7303248"
-24.36859,-52.63395,ANP,"629",978705.74,"5138597","7303205"
-24.36897,-52.63306,ANP,"629",978705.39,"5138687","7303161"
-24.36935,-52.63216,ANP,"629",978706.10,"5138778","7303118"
-24.36974,-52.63127,ANP,"620",978707.67,"5138868","7303075"
-24.37012,-52.63038,ANP,"617",978708.40,"5138958","7303032"
-24.37050,-52.62948,ANP,"600",978711.32,"5139048","7302988"
-24.37088,-52.62859,ANP,"590",978713.61,"5139138","7302945"
-24.37126,-52.62769,ANP,"586",978715.31,"5139229","7302902"
-24.37164,-52.62681,ANP,"588",978714.75,"5139318","7302859"
-24.37203,-52.62591,ANP,"594",978713.54,"5139409","7302815"
-24.37241,-52.62502,ANP,"602",978711.39,"5139499","7302772"
-24.37279,-52.62413,ANP,"608",978709.88,"5139589","7302729"
-24.37317,-52.62323,ANP,"615",978708.52,"5139679","7302686"
-24.37356,-52.62234,ANP,"624",978706.73,"5139770","7302643"
-24.37394,-52.62145,ANP,"631",978705.38,"5139860","7302599"
-24.37432,-52.62055,ANP,"638",978704.03,"5139950","7302556"
-24.37470,-52.61966,ANP,"643",978702.89,"5140040","7302513"
-24.37508,-52.61877,ANP,"652",978701.53,"5140130","7302470"
-24.37547,-52.61788,ANP,"656",978700.66,"5140220","7302426"
-24.37585,-52.61698,ANP,"660",978700.18,"5140311","7302383"
-24.37623,-52.61609,ANP,"663",978699.42,"5140401","7302340"
-24.37661,-52.61519,ANP,"663",978699.38,"5140491","7302297"
-24.37699,-52.61430,ANP,"662",978699.82,"5140581","7302254"
-24.37738,-52.61341,ANP,"649",978701.93,"5140672","7302210"
-24.37776,-52.61252,ANP,"639",978704.40,"5140761","7302167"
-24.37814,-52.61162,ANP,"633",978705.82,"5140852","7302124"
-24.37852,-52.61073,ANP,"624",978707.14,"5140942","7302080"
-24.37891,-52.60984,ANP,"617",978708.10,"5141032","7302037"
-24.37929,-52.60894,ANP,"609",978709.92,"5141122","7301994"
-24.37967,-52.60805,ANP,"603",978712.50,"5141212","7301951"
-24.38005,-52.60716,ANP,"610",978710.61,"5141303","7301907"
-24.38043,-52.60626,ANP,"614",978708.68,"5141393","7301864"
-24.38082,-52.60537,ANP,"625",978706.99,"5141483","7301821"
-24.38121,-52.60448,ANP,"633",978705.32,"5141573","7301776"
-24.38158,-52.60359,ANP,"639",978704.02,"5141663","7301735"
-24.38196,-52.60269,ANP,"646",978703.00,"5141753","7301691"
-24.38234,-52.60180,ANP,"652",978701.86,"5141844","7301648"
-24.38273,-52.60090,ANP,"654",978700.76,"5141934","7301605"
-24.38311,-52.60001,ANP,"660",978699.73,"5142024","7301562"
-24.38349,-52.59912,ANP,"664",978698.84,"5142114","7301518"
-24.38387,-52.59822,ANP,"669",978698.13,"5142205","7301475"
-24.38425,-52.59733,ANP,"671",978697.47,"5142295","7301432"
-24.38464,-52.59644,ANP,"676",978696.85,"5142385","7301389"
-24.38502,-52.59554,ANP,"678",978696.14,"5142475","7301346"
-24.38540,-52.59465,ANP,"683",978695.42,"5142565","7301302"
-24.38578,-52.59376,ANP,"686",978694.71,"5142656","7301259"
-24.38616,-52.59287,ANP,"690",978693.87,"5142745","7301216"
-24.38655,-52.59197,ANP,"692",978693.10,"5142836","7301173"
-24.38693,-52.59108,ANP,"697",978692.22,"5142926","7301129"
-24.38731,-52.59019,ANP,"700",978691.46,"5143016","7301086"
-24.38769,-52.58929,ANP,"704",978690.87,"5143106","7301043"
-24.38807,-52.58840,ANP,"708",978690.30,"5143197","7301000"
-24.38846,-52.58750,ANP,"710",978690.00,"5143287","7300956"
-24.38884,-52.58661,ANP,"711",978689.86,"5143377","7300913"
-24.38922,-52.58572,ANP,"710",978689.94,"5143467","7300870"
-24.38960,-52.58483,ANP,"709",978690.31,"5143557","7300827"
-24.38998,-52.58393,ANP,"706",978690.83,"5143647","7300783"
-24.39036,-52.58304,ANP,"703",978691.41,"5143738","7300740"
-24.39075,-52.58214,ANP,"698",978692.15,"5143828","7300697"
-24.39113,-52.58125,ANP,"695",978693.22,"5143918","7300654"
-24.39151,-52.58036,ANP,"687",978694.49,"5144008","7300610"
-24.39189,-52.57947,ANP,"684",978695.50,"5144098","7300567"
-24.39228,-52.57857,ANP,"679",978696.12,"5144188","7300524"
-24.39266,-52.57768,ANP,"681",978696.69,"5144279","7300481"
-24.39304,-52.57679,ANP,"678",978696.86,"5144369","7300437"
-24.39342,-52.57589,ANP,"678",978697.01,"5144459","7300394"
-24.39380,-52.57500,ANP,"674",978697.68,"5144549","7300351"
-24.39419,-52.57411,ANP,"671",978698.33,"5144639","7300308"
-24.39457,-52.57321,ANP,"667",978699.40,"5144730","7300265"
-24.39495,-52.57232,ANP,"661",978700.57,"5144820","7300221"
-24.39533,-52.57142,ANP,"654",978701.93,"5144910","7300178"
-24.39571,-52.57053,ANP,"640",978703.89,"5145000","7300135"
-24.39610,-52.56964,ANP,"631",978705.44,"5145090","7300091"
-24.39648,-52.56875,ANP,"623",978707.01,"5145180","7300048"
-24.39686,-52.56785,ANP,"613",978709.29,"5145271","7300005"
-24.39724,-52.56696,ANP,"605",978710.95,"5145361","7299962"
-24.39762,-52.56607,ANP,"593",978713.48,"5145451","7299919"
-24.39800,-52.56517,ANP,"581",978715.82,"5145541","7299875"
-24.39839,-52.56428,ANP,"571",978719.08,"5145632","7299832"
-24.39877,-52.56339,ANP,"575",978717.87,"5145721","7299789"
-24.39915,-52.56249,ANP,"598",978713.14,"5145812","7299746"
-24.39953,-52.56160,ANP,"621",978710.80,"5145902","7299702"
-24.39991,-52.56071,ANP,"624",978709.88,"5145992","7299659"
-24.40030,-52.55981,ANP,"625",978708.44,"5146082","7299616"
-24.40067,-52.55892,ANP,"633",978706.54,"5146173","7299573"
-24.40106,-52.55802,ANP,"633",978706.20,"5146263","7299529"
-24.40144,-52.55713,ANP,"630",978706.71,"5146353","7299486"
-24.40182,-52.55624,ANP,"624",978707.64,"5146443","7299443"
-24.40220,-52.55534,ANP,"621",978708.61,"5146533","7299400"
-24.40258,-52.55445,ANP,"622",978708.82,"5146623","7299357"
-24.40297,-52.55356,ANP,"627",978708.06,"5146714","7299313"
-24.40335,-52.55266,ANP,"622",978708.64,"5146804","7299270"
-24.40373,-52.55177,ANP,"616",978710.68,"5146894","7299227"
-24.40411,-52.55088,ANP,"601",978713.14,"5146984","7299183"
-24.40449,-52.54998,ANP,"592",978715.31,"5147074","7299140"
-24.40487,-52.54909,ANP,"579",978718.08,"5147165","7299097"
-24.40526,-52.54819,ANP,"579",978719.12,"5147255","7299054"
-24.40554,-52.54752,ANP,"579",978718.89,"5147323","7299021"
-24.40602,-52.54641,ANP,"581",978718.37,"5147435","7298967"
-24.40640,-52.54552,ANP,"583",978717.82,"5147525","7298924"
-24.40678,-52.54462,ANP,"585",978717.32,"5147615","7298881"
-24.40716,-52.54373,ANP,"591",978716.46,"5147706","7298838"
-24.40755,-52.54283,ANP,"598",978714.81,"5147796","7298795"
-24.40793,-52.54194,ANP,"610",978712.49,"5147886","7298751"
-24.40831,-52.54105,ANP,"622",978710.27,"5147976","7298708"
-24.40869,-52.54015,ANP,"635",978708.18,"5148066","7298665"
-24.40907,-52.53926,ANP,"647",978705.84,"5148157","7298621"
-24.40945,-52.53836,ANP,"652",978704.41,"5148247","7298578"
-24.40984,-52.53747,ANP,"655",978703.40,"5148337","7298535"
-24.41022,-52.53658,ANP,"661",978702.70,"5148427","7298492"
-24.41060,-52.53568,ANP,"665",978701.85,"5148518","7298448"
-24.41098,-52.53479,ANP,"673",978700.40,"5148608","7298405"
-24.41136,-52.53390,ANP,"680",978699.24,"5148698","7298362"
-24.41174,-52.53300,ANP,"689",978697.65,"5148788","7298319"
-24.41213,-52.53211,ANP,"698",978695.88,"5148878","7298275"
-24.41251,-52.53122,ANP,"702",978695.44,"5148968","7298232"
-24.41289,-52.53032,ANP,"705",978694.70,"5149058","7298189"
-24.41327,-52.52943,ANP,"707",978694.50,"5149149","7298146"
-24.41365,-52.52854,ANP,"707",978694.40,"5149239","7298103"
-24.41403,-52.52764,ANP,"705",978695.18,"5149329","7298059"
-24.41442,-52.52675,ANP,"698",978696.60,"5149419","7298016"
-24.41480,-52.52586,ANP,"688",978698.24,"5149509","7297973"
-24.41518,-52.52496,ANP,"671",978701.54,"5149599","7297930"
-24.41556,-52.52407,ANP,"654",978705.31,"5149690","7297886"
-24.41594,-52.52317,ANP,"637",978708.64,"5149780","7297843"
-24.41632,-52.52228,ANP,"637",978707.81,"5149870","7297800"
-24.41671,-52.52139,ANP,"661",978704.30,"5149960","7297756"
-24.41708,-52.52049,ANP,"672",978700.90,"5150051","7297714"
-24.41747,-52.51960,ANP,"688",978699.51,"5150141","7297670"
-24.41785,-52.51871,ANP,"697",978696.63,"5150231","7297627"
-24.41823,-52.51781,ANP,"701",978696.02,"5150321","7297584"
-24.41861,-52.51692,ANP,"699",978696.46,"5150411","7297540"
-24.41899,-52.51602,ANP,"697",978697.10,"5150502","7297497"
-24.41936,-52.51517,ANP,"687",978701.47,"5150588","7297456"
-24.41976,-52.51424,ANP,"688",978698.44,"5150682","7297411"
-24.42014,-52.51334,ANP,"697",978696.64,"5150772","7297367"
-24.42052,-52.51245,ANP,"705",978695.50,"5150862","7297324"
-24.42090,-52.51156,ANP,"709",978694.77,"5150952","7297281"
-24.42128,-52.51066,ANP,"715",978693.98,"5151043","7297238"
-24.42167,-52.50977,ANP,"717",978693.59,"5151133","7297195"
-24.42205,-52.50887,ANP,"721",978692.95,"5151223","7297151"
-24.42243,-52.50798,ANP,"723",978692.28,"5151313","7297108"
-24.42281,-52.50709,ANP,"727",978691.78,"5151403","7297065"
-24.42319,-52.50619,ANP,"729",978691.13,"5151493","7297021"
-24.42357,-52.50530,ANP,"733",978690.57,"5151584","7296978"
-24.42395,-52.50441,ANP,"736",978690.16,"5151674","7296935"
-24.42434,-52.50351,ANP,"739",978689.77,"5151764","7296892"
-24.42472,-52.50262,ANP,"741",978689.38,"5151854","7296848"
-24.42510,-52.50172,ANP,"743",978688.93,"5151945","7296805"
-24.42548,-52.50083,ANP,"746",978688.40,"5152035","7296762"
-24.42586,-52.49994,ANP,"749",978687.70,"5152125","7296719"
-24.42624,-52.49904,ANP,"752",978686.97,"5152215","7296676"
-24.42663,-52.49815,ANP,"756",978686.21,"5152305","7296632"
-24.42701,-52.49725,ANP,"760",978685.56,"5152395","7296589"
-24.42739,-52.49636,ANP,"763",978685.08,"5152485","7296546"
-24.42777,-52.49547,ANP,"766",978684.43,"5152576","7296503"
-24.42815,-52.49457,ANP,"770",978683.91,"5152666","7296459"
-24.42853,-52.49368,ANP,"772",978683.44,"5152756","7296416"
-24.42891,-52.49279,ANP,"774",978683.05,"5152846","7296373"
-24.42929,-52.49189,ANP,"775",978682.67,"5152936","7296330"
-24.42968,-52.49100,ANP,"777",978682.33,"5153027","7296286"
-24.43006,-52.49010,ANP,"780",978681.95,"5153117","7296243"
-24.43044,-52.48921,ANP,"782",978681.82,"5153207","7296200"
-24.43082,-52.48831,ANP,"782",978681.54,"5153297","7296157"
-24.43120,-52.48742,ANP,"782",978681.81,"5153387","7296113"
-24.43158,-52.48653,ANP,"780",978682.13,"5153478","7296070"
-24.43197,-52.48563,ANP,"777",978683.00,"5153568","7296027"
-24.43235,-52.48474,ANP,"773",978683.87,"5153658","7295984"
-24.43273,-52.48384,ANP,"769",978684.87,"5153748","7295940"
-24.43311,-52.48295,ANP,"764",978685.99,"5153839","7295897"
-24.43349,-52.48206,ANP,"758",978686.98,"5153929","7295854"
-24.43387,-52.48116,ANP,"751",978688.36,"5154019","7295811"
-24.43425,-52.48027,ANP,"742",978690.39,"5154109","7295767"
